	Summary	Job Title	Date	Overall Rating	Pros	Cons
353	Program Manager	 Program Manager	17 Sep 2017	5.0	Provided me opportunity to leading complex cross-functional enterprise-level transformation programs across organizations, platforms and geographical boundaries. Awarded and recognized me for effective problem-solving and implementing customer-focused solutions based on Salesforce, Microsoft Dynamics CRM, SAP, Genesys platforms in multi-constraint environment	Flat organization structure, growth can be slow and seniority driven
354	Lack of pathforward and full of political battle. Advise to stay away.	 Process Engineer	6 Sep 2017	2.0	"Benefits is good. Very flexible working hours. A very work life balance environment. Not a lot of place can do that 
Laptops and good software given to employees for work."	"poor leadership and only feasible direction is to cut budget.  
Pay increment is bad ,less than 2% per year. Usually the whistle blowing don't work. Matter will become worst."
355	good company to for college student to start the career	 Product Engineer	17 Aug 2017	3.0	friendly colleague. various training/course opportunity. excellent work-life balance	lack of clear vision and strategy for the company's future
356	Good working environment	 Operations Supervisor	10 Aug 2017	4.0	"- Good working environment
- Company encourage lifelong learning and support employee growth, providing e-learning / online learning access to lynda.com
- Clubhouse facility (with gym, swimming pool, badminton court, etc)
- Employee Purchase Program benefit"	A lot of process to follow
357	Freedom to work on projects but hard to execute change	 Customer Engagement Specialist	9 Jun 2017	3.0	Freedom to work on projects	Hard to execute change due to too many people like status quo
358	Supply Chain Analytics	 Data Analytics Intern	1 Jun 2017	4.0	"- Very Friendly Staff and Management
- Excellent Infrastructure
- Good company culture"	"- Biases towards particular section
- Don't have highly challenging problems
- Strategy is not well aligned for Analytics Professionals"
359	Expert engineer	 Expert R&D Software Engineer	1 Jun 2017	3.0	HP is a company gives engineers the freedom to learn, create while you are able to balance your work and personal life.  normally managers will not micro-manage employee.	site to site politics is pretty bad.  and engineering mindset is not very strong here. more business orientated work environment.
360	Truly memorable. Really missing it.	 FP&A Manager	11 Apr 2017	5.0	Truly the greatest place to work in this planet. Professional managers, highly ethical employees, friendly peers - everything you can ask for in an MNC.	Still searching. Nothing I could think of to add as cons in HP. Work here to feel the difference between other companies and HP
361	Good department	 Customer Assurance	6 Mar 2017	4.0	"Department was great
Easy environment"	Company not doing very great in terms of growth
362	Review of HP Inc	 Senior Mechanical R&D Engineer	12 Feb 2017	2.0	Flexible and work life balance	Dynamic in decision making, frequent lay off
363	Work life balance	 Engineer	10 Jan 2017	4.0	It is prevalent in the org from tops down that flexible work from home can be readily approved.	Organizational changes are a norm, be prepared quarter to quarter.
364	It's a miracle the company still exists	 Manager	19 Dec 2016	1.0	"Flexible time
Cheap cafeteria food
Transportation frm mrt"	"Most managers are talk only, no action
Full of indians who think the world of themselves
Terribly disorganized 
Managers have no respect of employees time"
365	Software Designer	 Software Designer Senior Web Designer	5 Dec 2016	4.0	Good team, fun environment to work in	Rigid, no space for creativity
366	Business Planning Analyst	 Anonymous Employee	17 Nov 2016	3.0	Good working environment. Used to allow work from home but now no longer encouraged. Encouraged employees to join charity work to contribute back to society.	poor system even it is a big IT Co. Too many overlap departments and job functions. Management seems do not have clear direction. Try to cut cost and ignore quality work.
367	Operation Support	 Anonymous Employee	16 Nov 2016	4.0	Good working environment and culture.  Has work, life, balance.	Jobs cut/offshore due to cost cutting
368	Great Company with Fluctuating Business Performance	 Strategic Development Manager II	8 Nov 2016	5.0	"1. Work Culture
2. Supportive & Transparent Management
3. Opportunity to learn"	"1. Salary is lower than competitors
2. Slow career progression
3. Bureaucracy"
369	Terrible management terrible HR	 Account Delivery Manager	27 Sep 2016	1.0	You have the latest equipment for work.	Poor management style. Very negative atmosphere. People living in fear which makes everyone only care about themselves. Management always gets the benefits and events to themselves.  HR doesn't bother about anything. When you submit notice for leaving they treat you even worse. Don't even cash out annual leave and hide about it by not telling you in advance to make you work till last min.
370	Good Company with work life balance	 Sales Operations	30 Aug 2016	4.0	"Friendly and amicable colleagues

a lot of work life balance

values open communication"	"salary package is not attractive

not much con to share. highly suitable for one that is looking out for work life balance"
371	Good working environment for career starter	 R&D Engineer	25 Jul 2016	4.0	"Flexible working culture. You can work with a lot of brilliant people all around the world.
As a fresh or young professional, you can learn a lot.
I had a great boss that time :)"	Pay is not so competitive.
372	Work life balance	 Product Engineer	25 May 2016	4.0	Great working environment here. The people are very helpful and welcoming especially when you are new to the business. Job is less stressful. Work life balance is excellent.	low increment and bonus. Less sense of urgency here. The phase is too slow.
373	Great open culture but still a lot of red tapes.	 Human Resources	4 May 2016	4.0	"- Gives you good Regional exposure
- A good mix of corporate and casual culture
- The management is good, at least in my department.
- Good recognition scheme for non-sales"	"- Still a lot of red tape, peope are still afraid to make desicions without ""approval"" from whoever.
- Some VPs treat others like their slaves."
374	Project Manager	 Project Manager	19 Apr 2016	5.0	"Trust & Respect
Flexibility in the work ararngement support from management"	Losing the HP Way value
375	Work Environment	 Marketing Operations Manager	3 Apr 2016	4.0	flexi work hours, employee benefits is slightly above average	the company is still busy undergoing many changes, no clear career advancement / personal development
376	Business operations manager	 	23 Feb 2016	2.0	Flexible working hour, slow pace of work. Suitable for people who plan part time study, family commitment or retirement.	Slow pay increment and very low bonus
377	Great people, great company but struggling with core printing business	 Principal Software R&D Engineer	12 Jan 2016	4.0	Great work life balance, good process, great people, good benefits, work from home	Slow career advancement, printing business not growing
