	Summary	Job Title	Date	Overall Rating	Pros	Cons
1976	Absolutely diabolical	 Anonymous Employee	9 Apr 2022	1.0	Nothing at all such ridiculous.	Just naive inexperienced employees given the responsibility to manage a complex market like India. No wonder they quit. And in the interview process they think they know everything in the world. One of my interviews lasted 15 min, and the interviewer said I've got a gist about your experience. A naive 25 year old saying this!
1977	Work Culture	 Relationship Manager	8 Apr 2022	3.0	Help each other whenever one is in difficulties on doing some task	Sometimes more tasks is always adding up to the weekly task
1978	Review	 Associate	8 Apr 2022	2.0	Great colleagues as everyone is mostly below 30, able to make great friends for life. Flexible WFH/WFO arrangement, generally flat management	No clear career progression guidelines
1979	Salamat Shopee	 Anonymous Employee	8 Apr 2022	5.0	"Lots of learning opportunities. 
Good benefits."	"Fast paced environment.
Lots of meetings"
1980	No work life balance	 Customer Service Executive	8 Apr 2022	3.0	"- Environment
- Great friends
- Medical benefit"	"- Poor management of workforce
- You were given short breaks but then most of the time they will freeze it
- Management people sucks (AL always not approved)
- Insufficient training
- Management didnt know how to take care of employees"
1981	Carreer development at shopee	 Senior Data Analyst	8 Apr 2022	4.0	Not much workload, benefits quite nice.	Low career development can get
1982	Nice to join	 Product Manager	8 Apr 2022	4.0	good pay, nice co-workers, work life balance	can not think of much now
1983	working at shopee	 Anonymous Employee	8 Apr 2022	3.0	salary is ok, nice benefits	long working hours during campaigns
1984	Good Company	 Relationship Manager	8 Apr 2022	4.0	Inviting team and nice office space	1 year lock in before being promoted or transferred to another department
1985	Good for junior software engineering	 Software Engineer	8 Apr 2022	4.0	"- Learn a lot of knowledge for junior BE
- Coworker friendly, everything smoothly and professional"	- Less cultural and benefit when comparing to other IT companies
1986	MKT Growth	 Associate	7 Apr 2022	2.0	Wellbeing, Less Pressure, Less Stress, Friendly Environment	Leaders are not trained to nurture subordinates
1987	Lack of Work Life Balance	 Business Development	7 Apr 2022	1.0	Great pantries; young and fast-paced environment	Lack of work-life balance; expect to work long hours
1988	Homepage	 Homepage Management	7 Apr 2022	5.0	Great environment, competitive salary, great self development	work load job, flexibility time
1989	Pros and Cons	 Business Development Analyst	7 Apr 2022	4.0	"- Great team leader and colleagues
- Great benefit for transport and meals"	Salary does not suitable with the job description
1990	A good place to work and learn	 Anonymous Employee	7 Apr 2022	4.0	Shopee is a good place to work and learn. Good benefits, amazing co-workers, cool perks!	Very top-down and “too Singaporean”.
1991	Nice place to work	 Senior QA Engineer	7 Apr 2022	3.0	Good working place. Good team to be in. Good environment to grow your skills.	Very heavy workload due to lack of resource
1992	Great	 Content Operations	7 Apr 2022	5.0	"- Overall a great workplace environment and culture
- Work life balance is prioritized in my department as well"	None for me, all good from my side
1993	Senior Associate	 Key Account Manager (KAM)	7 Apr 2022	5.0	Flexi hours and alot of snacks in the office.	Workload and OT for every d day campaign.
1994	Great company with great benefits	 Customer Service Associate	6 Apr 2022	4.0	"- excellent benefits like medical claims and company also gives group term insurance that covers hospital fees for certain types of admission.
 - friendly colleagues. mostly.
- opportunities to grow"	- nothing much i can say
1995	Overall Good company	 Seller Operations Services	6 Apr 2022	4.0	supportive team and community. Very helpful in growth and career development	unsystematic processes/ not automated leading to slower and much harder work
1996	Demanding but exciting work experience	 Anonymous Employee	6 Apr 2022	3.0	Exciting especially if you are passionate about e-commerce	Too fast paced. Systems are not advanced enough and workload is heavy
1997	Good Overall	 Digital Marketing Manager	6 Apr 2022	4.0	Good working environment, healthy competition, friendly and helpful co-workers, boss and directors are very understanding.	Workload can be too packed, very fast-paced, perfectionist and sometimes goal-oriented.
1998	Maybe good as a start	 Finance Analyst	6 Apr 2022	3.0	Many supplies of snacks in Office	No AWS, bonus maximum 3 month.
1999	CSR review	 Senior Analyst	6 Apr 2022	4.0	Employee friendly environment, good pay, work life balance.	They don't offer WFH setups, only temporary because of the pandemic
2000	Great Company	 Software Engineer	6 Apr 2022	5.0	"Leaders care about growth of team members, understanding
Continuously facing challenges to improve the status quo
Your work is actually impactful to user"	big company, your experience might vary depends on your immediate team member and leaders
2001	Pros And Cons	 Product Management Intern	6 Apr 2022	5.0	Sick Pantry and if you can enjoy a chinese culture, it's a plus!	Sometimes atmosphere in office feels low
2002	No Job Security	 Senior Analyst	6 Apr 2022	1.0	No pros I can think of	No job security, low pay
2003	Shopee is not a good choice if you have other options and see work life balance.	 Product Manager	5 Apr 2022	2.0	"1. Good salary increment
2. A good place to learn new things due to its fast pace and increasingly business growth"	"1. Awful process for any new changes: if there are any new changes, the process won't factor in the needs of majority; it's very suffering if there are any new changes on system or business process cos no guidance and no smooth transition,
2. The system is not employee-friendly. employee will take a lot time to adopt new system and waste time if any system issues; as a PM, it's very inefficient.
3. Work load always overburdens ppl. Feel tired and exhausted."
2004	Life at Shopee MY	 Associate	5 Apr 2022	5.0	culture, environment, specific jobscopes and overall a progressive company that prioritize growth and potentials	it's fast paced, so for fresh grads it may and it can be a bit overwhelming
2005	Life at shopee	 Senior Key Account Manager	5 Apr 2022	3.0	Steep learning curve, challenging and smart colleagues	No work life balance, management have meetings all day and does not know how tough the workload is for execution role
2006	Good culture	 Anonymous Employee	5 Apr 2022	4.0	Work life balance, good management	My experience has been mostly good but they can improve on feedback process
2007	it feels like a China company	 Anonymous Employee	4 Apr 2022	2.0	it is still growing overall	Singapore teams are not growing and not the core anymore
2008	Great place to work	 	4 Apr 2022	5.0	It's great work place and they value our innovations and ideas	I have not faced any challenges
2009	Good company to join	 Software Engineer	4 Apr 2022	4.0	Good environment, good benefit, and good salary	all look good to me la
2010	Ok culture	 Anonymous Employee	4 Apr 2022	4.0	Generally flexible and flat working culture	Top-down approach, may be a tad reactive at times.
2011	Great first job	 Product Manager	4 Apr 2022	4.0	"-Lots of learning
-Good pay
-Respectful and understanding manager
-Friendly and helpful colleagues, looking out for each other"	"-No real commitment to social responsibility. No CSR department.
-Bureaucratic and inefficient working practices
-Top-down decision-making sometimes
-Developers use Chinese only, limiting the communication with Product Managers"
2012	Fast paced and very top down organisation	 Regional Operations Associate	4 Apr 2022	3.0	Good employee benefits, work environment	Organisation is too top down, often changing direction without much rationale
2013	Relationship Management	 Relationship Management	4 Apr 2022	4.0	"good salary and benefit
good environment"	"high workload
very fast paced
too much manual work"
2014	Great	 Senior Analyst	4 Apr 2022	4.0	Good experience, good enviorment, good team	No cons as long as you accept it
2015	Good	 Assistant Product Manager	4 Apr 2022	5.0	Flat structure, simple reporting line	High communication cost due to segmented responsibilities
2016	Good company	 Anonymous Employee	4 Apr 2022	4.0	Friendly Environment team at Shopee	Work life balance, Career path
2017	Good learning opportunity but poor work culture	 Brand Partnerships	3 Apr 2022	1.0	"- A lot of new projects/initiatives to work on
- Fast-paced & dynamic working environment"	"- Poor work life balance
- Chinese working culture
- Micro management
- You aren't really recognized for the work you do
- Poor career progression e.g. been in the company for ~2+ years with consistently good performance (grade A) and still never got a promotion"
2018	Young Culture	 Anonymous Employee	3 Apr 2022	4.0	"Young and dynamic. Everyone working towards achieving deliverables rather than spending energy in ""non-core"" activities"	Not so structured and not very experienced in certain process and management
2019	A place to learn how to point fingers to others and strengthen your political skills	 Senior UI-UX Designer	3 Apr 2022	1.0	I don't see any pros till this point now. There used be a few but that was already history.	"Corporate benefits wise:

I don't see any benefits sustaining for long as the company grows. Used to have TWG teabags at pantries, now there's only cheap cheap ones. 

Diminished corporate insurance benefits to minimal level so that they can.

Claiming is getting super difficult now comparing to 3 years ago. 

Don't believe what they boost about the infrastructure-gym in office, sleeping pods, massage rooms-these are just for photo-taking when visitors come. What we have in reality is: bosses will spy on you and complain that you used gym too often; sleeping pods are kept shut doing the pandemic; massage room is only subjected to online booking with very limited quota per employee, and by the end of 2021 the earliest slot you can get on the booking system is only in 2023. These benefits are what they used to lure you in, once you are in, it's a different story. 

Workplace culture wise:

Very toxic culture where you won't stay long if you don't speak and understand mandarin. It's a shame that they claim to be a ""Singapore registered, NYSE listed international company"" that has more than 80% of employee are native Chinese speakers. Almost all internal meetings are conducted in Mandarin Chinese unless there's a non-Chinese speaker presented, and that's where they all start to struggle to expression their opinions and ideas. The problem is they are not proactively willing to adapt to English speaking culture. 

When there's an achievement, bosses and leads will take all the credits; when something nasty during the project execution happens, they start to point fingers level-by-level downwards. 

Workplace skills wise:

People come to work to create product that make business revenue possible, and taking away their wage and skills learned at work as the other side of the equation. In Shopee, the skills you learned at work would be minimal, as there's not enough room or resources to gain skills. Your boss may only ask you to get things done, without you even understanding how it was done, or why it was done in that way. What you were told to do is only to copy what others have been doing from the past. If you question out of curiosity, you will be told to not waste time on such questioning and focus on repetitive work. As designers the nature of the job should be constantly questioning ""what"", ""how"" and ""why""-a product will only improve if we constantly asking such questions and trying to find out the answers. Without these, you are merely doing what you were told to do, and not having the opportunity to learn design critique skills."
2020	Shopee	 Key Account Manager (KAM)	3 Apr 2022	3.0	- young crowd, no toxic traditional corporate culture	"- prioritizes expats for higher positions
- lack of organized systems, for an e-commerce company, everything is very manual"
2021	Good	 HR Staff	3 Apr 2022	4.0	Good place to work and start your career!	work life balance, direction from management
2022	Work evironment is good, but salary is low	 Business Development	3 Apr 2022	4.0	Good well-fair with monthly gift	Seller could bother you even midnight by calling  to ask some help
2023	Expansion Projects at Shopee	 Senior Analyst	3 Apr 2022	4.0	"Competitive Salary
Yearly increase based on performance
Benefits"	No business exposure for others
2024	SOPs change from time to time	 Customer Service Representative (CSR)	3 Apr 2022	5.0	Fast phased environment.. you'll be pushed to your limits. I find it good if you like challenges	None. I like the environment
2025	-	 Part Time Work From Home Typing Data Entry Transcription	3 Apr 2022	4.0	Flexible working hour for part timer	Not stable could loss job anytime
2026	Good	 Analyst	3 Apr 2022	3.0	Good culture and company is decent.	Had to shut down in India
2027	Good company for fresh grads	 Business Development	2 Apr 2022	4.0	Great benefits and environment for learning	Workload can be too much and no career growth
2028	Shopee review	 Senior Analyst Marketing Operations	2 Apr 2022	3.0	Young crowd, manageable work, vibrant energy	Issue in understanding different accent from diverse group. Some Markets are more important than others
2029	Senior analyst business Development	 Senior Analyst	2 Apr 2022	5.0	"Great culture
Lots of to learn
Enthusiasm"	"Closed in India.
Mid year appraisal is not there"
2030	Good environment	 Business Development	2 Apr 2022	5.0	Everybody active and open minded	Poor system and many adhoc task for daily
2031	good	 Sakes Associate	2 Apr 2022	4.0	it is good shop to work at	it can be bad shifts by karen
2032	Great	 Associate	1 Apr 2022	5.0	"Nice and friendly peers
Very collaborative
Good reporting system"	"Long working hours
Work distribution not proper, sometime we will not having any work at all"
2033	Good policy	 Anonymous Employee	1 Apr 2022	3.0	Good policy and supportive environment	Salary is not as expected
2034	Overall good experience	 Key Account Manager	1 Apr 2022	4.0	Good colleagues, bosses are good too, good place to gain experience, good increment	No work life balance, OT almost everyday, bonus is less
2035	Good	 Software Engineer	1 Apr 2022	4.0	Great learning opp actually and	Alot of Chinese very little English
2036	okela	 Business Development	31 Mar 2022	5.0	Highly-professional trained, good well fair	Low salary, high pressure, high workload
2037	no	 Expert Engineer	31 Mar 2022	4.0	good growth opportunity，Learning atmosphere, technical challenges	no work life balance，Insufficient technical infrastructure
2038	Good for entrepreneurial people	 Anonymous Employee	31 Mar 2022	5.0	"1. Room for growth 
2. Autonomy"	"1. Expectations are high - hours may be long 
2. Direction can be limited - expected to run with things"
2039	Good culture & colleagues, horrid working hours	 Campaigns	31 Mar 2022	3.0	"Good colleagues 
Good culture 
Work is pretty fun 
Some creative freedom"	"Working hours
After a while here pretty repetitive"
2040	sales	 Sales Associate	31 Mar 2022	4.0	good environment to work with. good opportunity to fresh graduates as well.	fast moving pace, needed to be extra focus
2041	Awesome management team	 Business Intelligence	31 Mar 2022	4.0	"1. Management team on BI was really good
2. Sharing session with other team member to gain more knowledge"	So far nothing cons on this team
2042	Benefits	 Associate	31 Mar 2022	5.0	Nice benefits and working cultures	Will be very busy on campaign day
2043	Helpful Colleagues, Nice Superiors, Nice Office	 Marketing Associate	31 Mar 2022	5.0	Nobody cares about your background, your colleagues are your equals, and you can approach your superiors directly. Office is amazing and youthful (minus the traffic if youre driving)	the commute to office if youre not taking public transport sucks.
2044	Good place for fresh grads	 Anonymous Employee	31 Mar 2022	3.0	free lunch, friendly managers, and flexible working hour	the salary below industry standart
2045	Good	 Recruiter	31 Mar 2022	5.0	"Good work environment
Good teammates
Good career path
Fair performance review
Great facilities (training, allowance, etc)"	Salary just standard but acceptable
2046	company shut down	 IT Operations Senior Analyst	30 Mar 2022	2.0	good pay in terms of market	laid off employees very soon
2047	good for junior	 Software Engineer	30 Mar 2022	5.0	"Growing technology
Learn best practices
Good team leader (depends on team)"	WLB varies from team to team. Some team have nice WLB but others might not be the case
2048	Good experience & learning	 Finance Analyst	30 Mar 2022	3.0	Good Experience and Learning in Company	Need to manage work life balance better
2049	Fun, dynamic, unstructured	 Senior Associate	30 Mar 2022	3.0	"People are very friendly and supportive
Culture
Autonomy
Interesting"	"Pay to responsilibity and hours is too low
Career progression
Transparency in bonus and salary
Lack of diversity"
2050	Worked as a Inhouse Senior Trainer	 Senior Analyst	30 Mar 2022	4.0	It was an awesome company to work ad learn	Company closed opertion on 29th March 2022
2051	Great	 Project Manager	30 Mar 2022	5.0	good working environment with endless food and berage	high pressure and have some communication issue
2052	Invested aggressively rather than smartly	 Anonymous Employee	29 Mar 2022	3.0	"-management needs more people management skills and deliver long term visions transparently to all members 
-No org charts for all level employees, interfering internal communication efficiency and ambiguous job scope makes employees hard to control their daily works"	"-sufficient resources for works
-as the majority ppl don’t know each other’s titles, most ppl are friendly to cooperate with"
2053	Good Culture	 Product Manager	29 Mar 2022	4.0	Good Culture with good people. Learning curve is exponential	High stress environment and sometimes work life balance can get hit
2054	Kam	 Key Account Management	29 Mar 2022	5.0	Challenging, good team, good environment	"Need to be able to work under pressure
No work life balance"
2055	Review	 Data Analyst	29 Mar 2022	3.0	Interactive and good place to learn	Long working hours and lack of leave
2056	Relationship Manager / Senior Analyst for Business Development	 Relationship Manager	29 Mar 2022	5.0	Good pay, Good balance between being in a team and having independent roles, Big company where you can move roles after 1 year, Lots of company benefits and opportunities to learn/grow	Company is pretty big (at least in the Philippines) so company culture can depend on your own team and not the company itself. I enjoyed my time there though, so no complaints really.
2057	Associate, Operations (Fraud) - MY	 Associate	29 Mar 2022	3.0	Working with young and progressive people. Moreover work with multiracial environment. There is policy where there is transparency between employees (high and low level). Its drive employees to be more fairness and honest especially the decision making from upper level. Last but not least work from home is implemented until now.	Employees cannot take any AL during probation period. Low number of annual leave (15 days). During interview, Human Resource not acknowledge the additional professional paper (e.g. Chartered Banker, AICB), due to that they not willing to pay as per market value.
2058	Shopee has become a stepping stone for other companies.	 Team Analyst	29 Mar 2022	4.0	Good teammates and team lead. Creative people and incredible talents all around.	"People come and go because of outdated HR policies and upper management mindset.
It is hard to promote even if your managers know you are performing at the next level.
Salary and promotion review is once a year in January. Half the team leaves immediately after because there is no proper mid-year promotion / salary increment opportunities. 
Private uni students get hired at a lower position."
2059	aaa	 Product Manager	29 Mar 2022	4.0	challenging projects, good environment, nice people	Overwork, pressure, and promote slowly
2060	Good Cooperation	 Anonymous Employee	29 Mar 2022	5.0	Nice works with Shopeefood become merchant.	Payment of income can disappear without complete information.
2061	Amazing to work.	 Anonymous Employee	28 Mar 2022	5.0	Immense growth potential at shopee	None that I know of
2062	Benefits and Workload	 Marketing Communications	28 Mar 2022	5.0	Great yearly bonus and salary increase	Meeting all day and no one man one job
2063	Junior	 Logistics Manager	28 Mar 2022	3.0	"Good for junior
Open minded
Free to talk"	"No guideline
No decision making
Nothing to confirm"
2064	short review about shopee	 Anonymous Employee	28 Mar 2022	5.0	nice atmosphere, easy to communicate	hard work and peer pressure
2065	The friendly working environment, suitable for learning for new grad	 Software Engineer	28 Mar 2022	5.0	"- Competitive compensation
- Excellent and supportive colleagues
- Motivated working culture"	- Too specific, could learn a thing deeply but now many things
2066	More Cons	 Administrative	28 Mar 2022	2.0	Friendly Young Colleagues. Good employee benefits	"- Work ends at 7pm, so you will miss your usual dinner time with your family and friends.

- People are still working on MC/on leave/after work hours. Receiving messages and emails request outside office hours? No doubt

- Turnover rate high. 

- Communications between department is horrible.

- Project planning? No clear goals. One moment they do this, the next moment they change the plan without informing. Even after a sum of money is spent on buying items/equipment.

- Work is super manual. Which is quite surprising for a huge company like this. Manual entry, manual calculation, manual report everything is manual. 

- Countless of engagement session, survey and feedback they want us to do. For?!

- Please do not look down on ITE students/graduates."
2067	Good place to start	 Associate Marketing Specialist	28 Mar 2022	5.0	You can learn so much thing	Pretty much adhoc in working
2068	Good energy with passionate teams	 Regional Marketing	28 Mar 2022	5.0	"- Driven team members, collaborative
- Regional marketing is actually quite multicultural, and it's good to have quite a number of working parents in the team, for a good supportive environment
- Flexible work arrangements for parents
- Good opportunities within Shopee (including inter-department or even cross country transfers)
- Actually don't work weekends (unless there are events, then can claim off in lieu)"	"- Not so easy to navigate so many different teams, but if you ask enough you get the hang of it
- Challenging for people who are not used to fast paced environment"
2069	Not ba	 Anonymous Employee	28 Mar 2022	3.0	Ownership of projects, fast paced environment	Long working hours, More clear progression needed
2070	Good place to work and grow	 Senior Associate	28 Mar 2022	5.0	"- People are nice & supportive
- Management can provide clear direction & objective
- Data-driven"	- Fast-pacing, quick to learn but also require more time at work
2071	Good	 Marketing Intern	28 Mar 2022	5.0	Good to learn more thing	It is difficult to enter
2072	Colleagues	 Anonymous Employee	28 Mar 2022	5.0	Nice and supportive coworkers. Even my manager is friendly	Workload and deadlines. He he he
2073	Good	 Marketing Intern	28 Mar 2022	4.0	good atmosphere, Various snacks,Comfortable office	Need to overwork on weekends or holiday
2074	Shopee data engineer	 Software Engineer	28 Mar 2022	4.0	Comfortable open minded team for tech firm	A lot of chinese speaking colleagues
2075	Good company	 Associate	28 Mar 2022	4.0	Flexible and young vibes, management willing to listen, aggressive and competitive mindset in the market	nothing at the moment, so far everything looks good
2076	Not a good company, full of young inexperience leaders	 Anonymous Employee	27 Mar 2022	1.0	good remuneration package available to employees	management is young and inexperience with no proper leadership skillsets. Do not care about career growth for the team.
2077	review	 Senior Analyst	27 Mar 2022	4.0	worth to join. amazing culture	nothing as of now this company
2078	good	 Product Associate	27 Mar 2022	4.0	fast paced, lots to learn	chinese oriented, hard to internally transfer
2079	Great environment, bad workload	 BusDev Analyst	27 Mar 2022	4.0	Working here was fun. My co workers and boss were all nice and smart, i learned a lot here!	"The workload was too much to handle but 
 the pay was below other tech company"
2080	So-so	 Marketing Analyst	27 Mar 2022	3.0	WFH from my time in the company	back to office already (hybrid setup)
2081	Culture	 Human Resources	27 Mar 2022	5.0	Fast paced. If you enjoy building and creating things, this company is for you	Changing directions from time to time
2082	Good choice	 Software Engineer	27 Mar 2022	4.0	WLB is good when back to 2019	Compensation is not attractive at that moment, but increase a lot after 2019 second half year
2083	Nice	 Dispute Associate	27 Mar 2022	4.0	18 days of annual vacation offered from the first year, a nice team to work with, constantly optimization for the workflow and efficiency.	The expected workload depends on peak time, random overtime doesn't happen a lot.
2084	Great colleagues, poor management and HR	 Business Intelligence Analyst	26 Mar 2022	2.0	Nice and fun colleagues, most being fresh grads	Poor management and HR. Career progression is arbitrary and no clear structure.
2085	Shopee PM	 Product Manager	26 Mar 2022	4.0	Flexible working hours and cozy environment	No developers in Taiwan local side, must communicate with regional side in Singapore
2086	Project Manager	 Project Manager	26 Mar 2022	5.0	"- Great benefit
- Casual environment
- Fast-paced"	"- Aggressive colleague
- Sometimes weekend have to reply text"
2087	Great for a starter, not for long term growth.	 Senior Business Development	26 Mar 2022	3.0	"- Great for fresh grad experience and pay
- High learning curve for the 1st 6 months
- Able to spot on current trend and be up to date with the market change
- Great office environment with pantry, snacks and dinner available"	"- OT is expected and normal. minimum once a month. 9.9,11.11 and 12.12 will be a lot more intense. 
- Managers (mostly) have no boundary. Text/ Call on whatsapp on weekends is normal. 
- There is always something “urgent” need to be done ASAP, even during annual leave. 
- Not all managers are up to industry standard in terms of professionalism. 50%  managers have no ability able to groom / become role model, they are only good at getting things done and move on. 
- There is a cap in growth, mostly stay less than a year or 2 years max (unless those who has stocks options 4 years) 
-  Discriminatory salary grading to attract new talents. Associates in early days received 25% lower compensation than recent graduates.  YoY increment only up to 20% on average. Senior pay = current associate pay. 
- Salary is higher than most local firm, however lower compared to other tech companies (MNC).
- Huge responsibility and work load, low morale.
- Unsustainable working culture, OK to hustle for a few years. 
- Blind leading the bling, no direction"
2088	Its okay	 Software Engineer	26 Mar 2022	4.0	Good salary for an immigrant	The workload quite is quite.
2089	Good training ground; Unsustainable working hours	 Senior Executive	25 Mar 2022	3.0	Employee welfare; Good office environment	"Unsustainable long working hours
Some depts tend to use Chinese for meetings"
2090	N/A	 Recruiter	25 Mar 2022	3.0	"good learning opportunity
pantry food is not bad"	management sometimes can be a little bit bias
2091	good experience	 Marketing Intern	25 Mar 2022	4.0	good and well stocked pantry	long working hours and tiring
2092	Product	 Product Owner	25 Mar 2022	4.0	Professional environment for people to learn	Politics within the product & engineering department
2093	Good place to upskill	 Project Management Office (PMO)	25 Mar 2022	4.0	Learning new things with great mentor	Work overtime and overload, with high expectations
2094	Good Benefit	 Front End Developer	24 Mar 2022	4.0	"Free laptop
Easy interviews (for juniors)"	Large team, sometimes hard to communicate
2095	Flexibility hour	 Delivery Partner	24 Mar 2022	5.0	"Can start work any time you want
Great incentive"	"Minimum pay
Need to work more hour to get your daily target
Incentive reduced weekly"
2096	Ok for fresh graduates	 Business Development	24 Mar 2022	3.0	nice workplace and co workers	No promotion in the long term
2097	Good Place for ambitious soul	 Assistant Manager	24 Mar 2022	5.0	"Yes, you heard things right. It's fast pace. Lots of weekenders, lots of ""eod"", but it's such a super fast place to learn and to earn."	It's stressful especially on the double dates.
2098	Good team, bad management	 Relationship Manager	24 Mar 2022	3.0	Good teammates, if WFO free lunch and snacks	Need to work unpaid OT during peak periods, which is every month.
2099	Read it before you join!	 Anonymous Employee	24 Mar 2022	3.0	"1. Good pantry
2. Nice working working environment with young & energetic colleagues"	"1. No work life balance, need to have the strong heart to survive under the ‘OT culture’, very common to get called during weekends, after working hours. Upper management appreciate  those “workaholics” a lot. Hard to get promoted if you are not the “like minded” no matter how creative/ innovative you are.

2. Lack of diversity, more Chinese ppl surrounded, good if it is your mother tongue otherwise pls get prepared to feel embarrassed from time to time. Meeting can be held in Chinese while some attendees CANNOT UNDERSTAND IT AT ALL! 

3. High turn over rate and get prepared if your pay is upside down by fresh graduates as heard EP benchmark is keep rising."
2100	No worklife balance	 Operations Associate	24 Mar 2022	2.0	Fast career growth and development	No worklife balance and fast-paced
2101	Good	 Senior Category Manager	24 Mar 2022	5.0	Fast environment and rewarding work	Work life balance can be hard
2102	Hustle hustle hustle	 Assistant Manager	24 Mar 2022	4.0	Flexible work arrangements, fun working environment, good employee benefits.	Fast-paced environment, stressful, lots of back to back campaigns
2103	Flexibility	 Senior Analyst	23 Mar 2022	3.0	"▶️ WFH setup
▶️ Flexible working hours
▶️ Supportive colleagues"	"▶️ Uneven workload distribution
▶️ Promotions are only for people who are making themselves visible by talking too much not based on skills, contributions, and effort"
2104	pro	 Operations Associate	23 Mar 2022	4.0	good vibes, nice environment and great experience	hard work, nervous and quick vibe
2105	Great startup culture, motivated teams, uncharismatic leadership with strong business acumen	 Senior Manager	22 Mar 2022	5.0	Startup style, great autonomy and growth in scope	Less structure, and professional development
2106	OK	 Senior Associate	22 Mar 2022	4.0	good working environment, employee engagement is also good	Salary may not be the most competitive one
2107	Good but not challenging	 Project Manager	22 Mar 2022	3.0	"nice environment 
nice facility
fancy office
free lunch"	stagnant working phase that might make you bored
2108	Generally ok	 Anonymous Employee	22 Mar 2022	4.0	"Collaborative culture with many young people, people helpful
Lots of exciting opportunities and projects
Pay good"	"Progression unclear but you can work it out with manager
Whenever if there's anythg relating to management report, expect to work late"
2109	Very fast paced working culture	 Anonymous Employee	22 Mar 2022	3.0	salary, welfare, employee benefits, fun	there is no work life balance in here
2110	Experience	 Anonymous Employee	22 Mar 2022	5.0	People are nice and friendly	Sometimes people speak Mandarin in meeting, but it’s not cons for Mandarin-speaking people.
2111	Good company	 Senior Engineer	22 Mar 2022	5.0	"- Competitive salary
- Beautiful office
- Macbook M1 to work"	"- Do not have dinner
- Sometimes you need to standby campaign at midnight"
2112	Start-up culture	 Senior Manager	22 Mar 2022	4.0	"- Fast-paced working environment
- A lot of 0 to 1 experiences (e.g., building a team, proposing and executing a business strategy)
- Young and motivated teams"	"- Sometimes lack of focus and clarity on where the company is headed 
- Internal working processes are often quite manual
- Poor communication cross-functionally or across different levels"
2113	Good Learning Experience	 Senior Product Manager	22 Mar 2022	4.0	"Good learning experience
Lots of opportunities"	Mostly chinese speaking and stressful working environment
2114	tech lead	 Anonymous Employee	22 Mar 2022	4.0	good for fresh grad, good tech env	low work life balance etc
2115	-	 E-Commerce Specialist	22 Mar 2022	4.0	Shopee is a company that pays well. Very friendly colleagues.	You might have a culture shock working here because everything is so manual.
2116	Business Development	 Senior Business Dev Manager	22 Mar 2022	5.0	Good environment, young people and has a good type of engagement	Lots of work! Back to back push
2117	Job review	 Associate	21 Mar 2022	3.0	challenging job , new business extension	new start up company need to set up
2118	Business Development	 Business Development	21 Mar 2022	5.0	Business Development Business Development Business Development	Merchant Merchant Merchant Merchant Merchant
2119	Good and bad experience	 Business Product Manager	21 Mar 2022	5.0	Structural thinking, communication, presentation skill	Not real PM, more only to maintain features
2120	Expert engineer	 Subject Matter Expert	21 Mar 2022	4.0	good work and environment for learning	No clear pictures on career growth
2121	One of the best employer	 Operations Associate	21 Mar 2022	5.0	Salary, benefits, working environment, supportive team, career growth	N/A N/A N/A N/A N/A
2122	great people	 Analyst	21 Mar 2022	4.0	people are amazing but the workload, not so much.	all employees deserve better compensation for all that they do
2123	Very good working experience	 Frontend Engineer	21 Mar 2022	5.0	The leaders are smart and helpful. Encourage you to use 20% of your work-time to learn (instead of building the feature all the time).	Can't think of one. Maybe have to WFH all the time is a con.
2124	All is well	 Anonymous Employee	20 Mar 2022	5.0	Competitive salary, young colleagues, best leads	Constant changes in processes and initiatives
2125	its ok	 Partner Seller Program Administrator	20 Mar 2022	5.0	its ok to work the salary is good	there is no cons in this company
2126	Multitasking	 Anonymous Employee	20 Mar 2022	5.0	"Good learning growth 
Able to handle own projects with the team's support
Fast-paced environment"	Need to have good time management skills in order to have work life balance
2127	shopee is a good company	 Customer Service	20 Mar 2022	5.0	good learning opportunities and development	i think while working at shopee there are no shortages
2128	Review	 Anonymous Employee	20 Mar 2022	3.0	Nice office, good brand name	Work life balance long working hours
2129	Fast moving company	 Associate Business Development	19 Mar 2022	4.0	"-Flexi benefits
-Young people
- Fast moving company
-Learn a lot"	"- Stress
- Overload
- Too many young staff"
2130	-	 Data Administration	19 Mar 2022	3.0	Good environment, good health benefit	Low salary, long working hours
2131	Good	 Software Engineer	19 Mar 2022	5.0	Good place to work, good benefits	High workload, people speaks Chinese
2132	OK	 Anonymous Employee	19 Mar 2022	4.0	Good employee benefits and flexibility to work remotely	sometimes working hours could be long
2133	oevrall good	 Business Intelligence	18 Mar 2022	5.0	"learning opportunity
excellent leaders
still can be classified as a work life balance
the office is great (PCP tower)"	haven't found any cons yet
2134	Business intellingence	 Business Intelligence Analyst	18 Mar 2022	4.0	Good working environment, like any other startup	Very bad work life balance
2135	Check the team	 Senior Software Engineer	18 Mar 2022	4.0	Most people are friendly. Have enough annual leaves	Work with SZ colleagues but no SG teammate
2136	Bad company	 Anonymous Employee	18 Mar 2022	3.0	None of my time there was good	Run by Chinese managers and directors
2137	Relationship Manager	 Relationship Manager	18 Mar 2022	4.0	Learned a lot! A rapidly growing company, with amazing coworkers	Quite monotonous work, especially tough during campaigns
