	Summary	Job Title	Date	Overall Rating	Pros	Cons
981	Friendly colleagues!	 Associate	5 Oct 2020	5.0	Most colleagues are very helpful and friendly! I can approach them whenever I am in doubt.	Work gets taichi around, not sure who to look for, seniors are swamped with meetings everyday hence no time to guide newcomers closely. But generally people are still very nice around here ! :)
982	Horrible company, poor experience	 Anonymous Employee	5 Oct 2020	1.0	Salary is credited on time	"- Incompetent managers who avoid responsibilities and should not be in their roles because they lack the relevant skillsets.
- Toxic work culture with bulk of the time spent trying to figure out how to survive their politics
- No transparency during performance reviews"
983	Good for short term	 Senior Data Engineer	3 Oct 2020	3.0	Diversified work culture and team effort	Too much work pressure and confined to Ali Baba culture
984	Average company	 Email Support	2 Oct 2020	1.0	Fun nice people, managemnent is very poor	Salary is very low. Poor management
985	How bad could it be? Very.	 Manager	1 Oct 2020	1.0	"Well stocked pantry - the pantry staff are the most tireless, they actually get their own work done and are proactive - never letting you down. This is much unlike the majority of senior management and middle management. Pity it is covid season now where everyone works from home - there goes our star performers.

Real life history lesson - why dynasties fail in China (politics, relationships, complacency and eager to please eunuchs)"	Politics, leadership with little to no strategy, inconsistent pay bands, unprofessional managers, unclear KPI and targets, yes men, knee jerk reaction to every problem. Essentially everything said in the other glassdoor reviews (which are not falsely planted 5 stars) have truth in them.
986	Marketing	 Associate	30 Sep 2020	4.0	Lots to learn, maximised capabilities	No life other than work
987	Wouldn't wish my experience here on my worst enemy	 Account Manager	29 Sep 2020	1.0	"- Amazing colleagues on the ground - supportive teams who become true friends
- Nice office space relative to what else is out there. Nice pantry, free snacks, soda machine 
- Fun activities during mega campaigns
- Salary comes in on time
- Good fringe benefits"	"- NEPOTISM - If you want to grow, you need to be BFF's with upper management. You can work insanely hard for years and fail to be promoted in place of people who are buddy buddy with upper management. FORGET ABOUT ANY CAREER GROWTH.

- Close to ZERO work life balance - be prepared to basically sell your soul to the company. Don't expect to have any time for yourself, your family or friends even in the evening. Be prepared for your boss to call you at 12 midnight and ask you for work

- THE TECH IS HORRIBLE - you would think that a company backed by Alibaba would have good tech but you would be wrong. There is very limited data you can look at which makes it almost impossible to do your job

- Pointless middle management - Lazada Singapore puts Category Managers on top of Key Account Managers and all they do is baby sit instead of focus on trying to grow their categories. When Key Account Managers want to execute their work, they can't do it without the Category managers breathing down their necks. This is an example of essentially useless middle management

- No 360 degree feedback during performance reviews

- TOXIC CULTURE OF FEAR and GASLIGHTING

- Lack of direction and strategy - ""strategy"" changes every few months depending on what Shopee does."
988	NOthing speacial really	 AVP-IT	25 Sep 2020	3.0	not many i can think og	may be a very few
989	Lazada	 Manager	25 Sep 2020	3.0	good industry, fast paced, interesting	high turnover and long hours,
990	Good place to learn E-commerce	 Senior Manager	23 Sep 2020	3.0	It’s good company to enter e-commerce industry	Bad leadership, don’t respect local employees
991	Great place to start your ecommerce journey!	 Vendor Acquisition	23 Sep 2020	5.0	Very open culture. Pushes you to learn new things	There are some processes that are manual
992	Good Company to work with	 Data Analyst	23 Sep 2020	3.0	High Visibility and Good projects	Growth is limited and sometimes work gets repetitive
993	Very good place to work and learn	 Senior Associate	23 Sep 2020	5.0	there are so many people who are really good on what their doing	promotions were very very limited
994	Good benefits but poor management	 Anonymous Employee	22 Sep 2020	2.0	Lazada gives good medical benefits	Understand the ground people struggle
995	Good company and i have a lot of knowldge about ecommerce	 Brand Key Account Manager	22 Sep 2020	5.0	Work like balance. Work culture.	Small salary for old employee
996	Rotten	 Data Engineer	22 Sep 2020	2.0	Fast paced, smart people, hardworking individuals	"Performance review is far from being called transparent, basically you don’t get to speak for yourself at all

The middle management from alibaba don’t actually care about the success of lazada in SEA, they just need the overseas assignment to be promoted faster. So your goals would never align with theirs unless you are someone who wanna be mediocre and don’t care much about your personal growth or future opportunities.

I’m Chinese speaking but never worked in the mainland. This experience has made me believe that I should never do that, never think about getting a job back home. I can’t survive the game, and I seriously don’t wanna become someone who is into that game, I would be disgusted by myself."
997	Stable system but unclear top management	 Manager	21 Sep 2020	3.0	"1) Quite mature structure - Especially as they are acquired by Alibaba, everything has system and structure already made - you only need to focus on your work, the things related to your work/project but outside of your workscope usually has someone else covering
2) If you get good boss, work-life balance can be easily achieved
3) Many gifts from companies"	"1) As structurally already established, too many office politics with different culture (tech is chinese culture, legal/finance is indo's culture) - confusing
2) top management is not aligning on core direction and principle - no clear direction what to prioritize. no strategy tree
3) once top management has decision, all lower management and staff must follow despite the mass/incapability of the company"
998	supporting team	 Anonymous Employee	20 Sep 2020	2.0	"it's a lively and energetic place.
Things and systems keep changing, if you like constant change, it is fun and interesting to work here."	"many staff and people from top positions do not know what is corporate governance and good practice and do not embracing those values.
top management is generally biased , only supporting who they like,
if you are the blue-eyed boy, you career is very bright. Otherwise, you would not be long here, the company will send you off."
999	Awsome work experience	 Office and Warehouse Staff	19 Sep 2020	4.0	You will learn how to be more flexible in work loads.	Some irate and demanding sellers.
1000	Good for fresh grads seeking work in a fast paced environment	 Customer Care	16 Sep 2020	3.0	Fast paced, people are great, there is a feel of urgency	Poor work-life balance, learn yourself (lack of training provided), lots of vision to get somewhere but no guidance on how to get there, if your project is not big enough you get no visibility, not ideal for long term role, too much multi taskjng
1001	Good platform  to start	 Security	14 Sep 2020	5.0	Young Management, new concept and great environment	decision change very often , benefit not great
1002	Great industry to be in	 Vice President	14 Sep 2020	4.0	exposed to cutting edge e commerce work.	chinese oriented. favour those who can speak chinese. meetings at times are conducted in chinese despite some unable to speak the language.
1003	key account manager, sports & outdoors	 Key Account Manager	9 Sep 2020	5.0	great environment and project, great team	things changes too fast, sometimes no clarity on what is upper level is doing
1004	Good company to work at	 Transportation Manager	8 Sep 2020	4.0	Great environment to learn a lot	fast paced is not meant for everyone
1005	Find a balance in work	 Project Manager	7 Sep 2020	4.0	Fast path good to learn	Long working hour and stressful environment
1006	Management cmi	 Anonymous Employee	7 Sep 2020	1.0	Free pantry food. Can start work at 10am	Management sucks. Can’t do anything good but get high pay
1007	Exciting space	 Vice President	3 Sep 2020	4.0	Fast paced, smart colleagues, shaping the industry	Becoming very big company decision making not as fast as in lean startup
1008	Good Space for some real training.	 Creative Producer	2 Sep 2020	5.0	"- Great for fresh grads to strive and work hard when they're still young.
- Great training grounds.
- Fast paced."	"- Messy
- No work life balance."
1009	Neutral experience	 Anonymous Employee	1 Sep 2020	3.0	Managers are open to new ideas and pretty much leave the execution strategy to you	Can't really tell what's next, due to messy hierarchy
1010	It was a great company to work with, pre-Ali days!	 Anonymous Employee	31 Aug 2020	4.0	Extremely fast paced, new exciting projects always in pipeline.	Very Chinese. Could end up doing what Ali wants you to do, whether or not it makes sense for the local market.
1011	Decent	 Associate	31 Aug 2020	4.0	Proper recognition and reward of hardwork	Performance metrics are too numbers driven
1012	Think about it before you join	 Senior Associate	30 Aug 2020	1.0	Above market rate pay and you did learnt some knowledge. Fast pace organization.	poor benefits and no work life balance. No on boarding training and no one teach you what to do. People has high job title but most are individual contributors without leadership skills.
1013	NA	 EVP	30 Aug 2020	1.0	Alibaba tech practice is quite advanced	Non ethical HR, it creates relationship, sexual and affair culture for the company
1014	Great experience for young professionals	 Analyst	28 Aug 2020	3.0	Very fast paced environment which stimulates learning. Best place in the Philippines to learn about e-commerce.	No work-life balance. Bosses are mostly expats, so there is a bit of a cultural difference in terms of how they manage their people. Takes some getting used to.
1015	Best school	 Product Manager	27 Aug 2020	4.0	Ability to be a market shaper, you actually deliver real solutions in the market	Very fast, very agile, can be very tough on brain
1016	Great company	 Social Media	26 Aug 2020	4.0	Good company with a lot of learning	hiring process very bad need to be improved
1017	The worst company I ever joined	 Data Manager	26 Aug 2020	1.0	Can learn Alibaba technologies. Technically is strong	"Zero work life balance, always extremely work overtime, even overnight 
Fully with competition inside team. Not focus on things, always focus on the failures. Feel very tied 
Lower benefits compare with market."
1018	U either love it or hate it	 Anonymous Employee	25 Aug 2020	3.0	No micro management, lots of freedom	Not much direction given from managers
1019	Worst company culture possibly in entire Singapore	 Senior Product Manager	25 Aug 2020	1.0	Salary is credited right on time	"Leaders with worst mindset possibly in any industry (C-Suite)

95% of SVPs/EVP (promoted / hired) in Shenzhen to ensure all decisions are made in SZ and rest of the local markets can be treated as only executioners

Clear mindset of rewarding only Chinese employees and keeping non-Chinese employees uninformed about all developments.
PS: Product Managers are taught to steal work scope of other team members to ensure that you can grow in the company

Negative eNPS scores every year and that's satisfying to management because they prefer employees to be unhappy (according to them, this predicts that employees are made to work hard and hence negative eNPS which is good for Lazada)

They talk about innovation but in reality, there is zero (it's all copied from Shopee). Whatever Shoppe innovates, Lazada has to copy to just stay in the game.

Never ready to accept the fact that South East Asia is a completely different market compared to China and just keeps building product internally.

All China based Product Managers or SG based ones (moved from China) has access to documents of Taobao / Alibaba / T-Mall (written in Chinese) and they just copy paste it to build products in Lazada (and then they present it to management as innovation) so kindly be careful before you step into Lazada with any new offers."
1020	great	 Data Analyst	25 Aug 2020	4.0	good long lasting company with great values	would work long hours and very pressuring
1021	Crazy working hours	 Brand Account Manager	24 Aug 2020	2.0	Fast-paced environment, full of millenials	crazy working hours, no clarity
1022	Good for people who love fast pace	 Business Intelligence	19 Aug 2020	4.0	"Lot of projects to do
If you love fast pace this company is for you"	"Disorganized structure 
Multiple reorg 
Chinese is a must"
1023	quite good	 Project Manager	18 Aug 2020	4.0	very good in in term of benefit	too many level , it's hard
1024	Political	 Anonymous Employee	17 Aug 2020	3.0	"Flexible 
Lots of activities during campaign"	No freedom to voice out in my department
1025	Manager	 Category Manager	17 Aug 2020	2.0	Fast paced. Steep learning curve.	Crazy KPIs with unreasonable targets
1026	Good place to work at	 Associate	11 Aug 2020	5.0	Fun group of people to work with	Need to learn fast and by yourself
1027	So so experience	 Analyst	9 Aug 2020	3.0	The only pro is you can brag to your Shopee friends that you are part of alibaba	"- very chinese-infleuenced work environment
- senior management team mostly from alibaba/ regional guy, how to compete with local competitor if you dont have any local guy in top management? 
- decision making is very alibaba oriented. Again, how to compete with local competitor if you only listen to what alibaba says? If something works well in china doesn’t mean it can work well in SEA too
- as long as you can speak chinese, your job is secure! no matter how  shtty your work is"
1028	Horrible culture	 Technical Lead	7 Aug 2020	1.0	"– Food and drinks
– Good engineers
– Nice office"	"– Bad culture
– Old Alibaba technology
– Horrible senior management, no strategy, no plans, no care about service"
1029	CEO with questionable morals	 Anonymous Employee	6 Aug 2020	1.0	fast pace, decent salary but not exactly above market average.	No respect on work life balance and use their own staff to attack other e-commerce stores
1030	Good for young people but bad as a long term career	 Category Manager	6 Aug 2020	2.0	Fast paced, can see results immediately for the work done. Work with alot of young energetic people.	Too many campaigns, no time to think, no time to strategise. No work life balance
1031	A is for Apple, but one that is shiny outside, rotten inside.	 Associate	2 Aug 2020	3.0	You get to brag about being part of the Alibaba ecosystem, relatively good pay, rathen frequent swag merch giveaways (just contributing to waste!)	Really bad management from top to bottom (mid management). The people get promoted not because of merit or that they're really competent, but because their predecessors got too sick of the situation in there and left, leaving a hole for these lackluster people to fill. Lots of title inflation, many “managers” and “VPs” don’t really deserve their titles, but are given it just because the company had to make them happy about staying on in the rotten core. Many of them will do whatever it takes to maintain their position because they got it good there, but deep down they know they didn't deserve it and can't perform in the job. Guilt can make people do funny things, including throwing their subordinates under the bus when things go wrong.
1032	Dont apply if you  have open mindset	 Administrative	30 Jul 2020	2.0	Nice office and pantry full of food	"1. Manager with low capacity than ground level working staff leading to many hilarious circumtance, inexperienced managers with inflated titles leading teams
3. Culture is toxic. You dont need to work excellently because you will be promoted if you make your line manager happy"
1033	Unclear expectations, mismatch of skills and no clear career path	 Customer Care Associate	29 Jul 2020	1.0	"Competitive salary and benefits
Work from Home set-up"	"My job description did not match the actual job that led to unclear expectations and failure to manage delivarables. 

I have no superior who knew and had a bandwidth to understand where I was coming from. 

There was no established protocols and system that would help me become productive and excel. I was on my own."
1034	Great place to learn	 Project Manager	26 Jul 2020	5.0	Fast moving and lots of room to be creative	If your project is not big you may not get much visibilit
1035	Fulfilling before but toxic now	 Key Account Manager	23 Jul 2020	3.0	"- Satisfied with pay
- Boss does not micro-manage
- Young and dynamic work environment"	"- No work-life balance. This was managable before but as of July 2020, it has become too much. Company has so many plans with no clear direction and no clear timelines. Campaigns are scheduled with very little lead time. We understand that Lazada is adapting to the covid situation but this is not healthy for anyone. I get internal emails at 12MN and 2AM. This just means that we are all still working at this time. This isn’t healthy anymore. This could be avoided if just given proper timelines. 
- Management doesn’t check-up on employees if they are ok 
- Lack of support from middle management and top management
- No trainings or mentorship, we had to figure out everything on our own"
1036	People are great	 Anonymous Employee	22 Jul 2020	3.0	"One of the best things are the people there.
Helps huge if you have a supportive manager there."	Need to chart your own career path. Good leaders and managers are lacking
1037	career blackhole and worst workplace	 Analyst	22 Jul 2020	1.0	good compensation and work life balance	everything else outside the pros
1038	No one should experience this	 Team Lead	21 Jul 2020	1.0	"Office is in a central location (though the lift system is terrible)
Some friendly colleagues
Reputable e-commerce brand"	"Politics - You have ton of them here and you spend half your time trying to sort it out.
Lack of strategic leadership - I realised that there are many execs here who shouldn’t be holding their titles especially since many of them don’t have the necessary skill sets in their job functions.
Horrible managers - My time here has really made cherish my past companies. I’ve been really terribly treated (talked down to, rude remarks) from several managers here just because things don’t turn out the way they want (like our COO, C*r*y Chong)."
1039	start up vibes	 Product Manager	18 Jul 2020	5.0	good culture, fast pace of work	toxic culture, long hours, bad vibes
1040	Friendly atmosphere	 Senior Technical Manager	17 Jul 2020	4.0	"- working with different technologies at the same time
- reliable colleagues"	probably it is too competitive atmosphere, need work hard
1041	Fast paced, demanding, but highly rewarding	 Senior Associate	16 Jul 2020	4.0	Creativity is encouraged, and there is high accountability in your tasks	For someone without a background in e-commerce, learning curve maybe steep. No mentoring and you kind of need to figure things out on your own.
1042	Uncollaborative culture clashes	 Commercial	9 Jul 2020	1.0	Challenging, enterprising, forward looking and dynamic	No work life balance, low pay, lack of cultural empathy with the employees, acquistion of RedMart still causing cultural clashes and not to mention as well with the Alibaba manage. They should have hired a change organizational consultant after multiple org acquisitions (first Lazada then RedMart), post merger specialist to iron out tense working environments
1043	Lazada Malaysia Working	 Associate	7 Jul 2020	3.0	Good learning environment. Nice team mates	No work life balance, sometimes even on weekends
1044	can't survive in here	 Marketing	6 Jul 2020	1.0	cant think of any. hope the management can improve	too much in fighting, cant grow in this firm.
1045	Fun culture, has work-life balance	 Senior Analyst	3 Jul 2020	4.0	"Fun culture
Has work-life balance
Boss does not micro manage me
I really like my teammates"	"Pay is not competitive at all
Annual salary increase despite very positive performance reviews was only P2,000"
1046	Non mainland chinese are all second class citizen	 Manager	3 Jul 2020	1.0	not many. maybe none. you get paid a salary?	"top down chinese culture.
favoritism for chinese employees
poor communication from chinese bosses to SEA staff
chinese bosses like to protect themselves/their countrymen and are not transparent
Not treated as human - treated as operator. 
taking a week of leave can be frowned upon
getting yelled at or belittled by chinese bosses is common."
1047	Long Working Hours	 Vice President	1 Jul 2020	1.0	"Good from colleagues within Lazada (only for True Blue Lazadian). Getting to know people you work with is easy as everyone is a friend rather than just a colleague. 

New CEO with Li Chun taking over, hopefully it will be better, but that also mean with another round of Re-Organization"	"Working hours are freaking long. If you come in a few minutes later than 9am, you get ticked off, even for the facts that you might have stayed till 10pm on previous day. Existing Alibaba Management does not care about employee welfare, no benefits, no over time, you work continuously even on weekends, sick days and annual leave. 

The existing Alibaba Staff transferred from Hangzhou mostly having poor communication skills, thus they work more like an communist in army camp than a workplace. Basically it's a bossy environment rather than leaders with high employee turnover rate where most potential employees had left and replaced with basically anyone who has an education. 

Do not trust high rating review, existing ex-colleagues told us it was ""hired reviewers"" :)"
1048	Overall Good experiences	 Account Manager	30 Jun 2020	4.0	Fast Pace Environment, Good learning opportunity	No work life balance at all
1049	Nice place if you want to get all hands experience	 Senior Analyst	28 Jun 2020	4.0	Lots of projects and new things to learn	Too many things happened at the same time. No time to properly evaluate the impact of a project
1050	Not a place for everyone - 5 reasons to join or avoid	 Anonymous Employee	27 Jun 2020	2.0	"1. Personal development. Plenty of opportunities to learn about a variety of functions - account management, marketing, logistics, operations, etc. Partially due to an unstructured organization - no clear roles and responsibilities. Requires willingness to take initiative to expand work beyond your job scope. 

2. Societal impact. Ecommerce in South East Asia is still in its early days. Many buyers/sellers are still conducting transactions offline. Much room to shape the development of ecommerce. To make a difference in the lives of millions across the region. Fulfilling experience if you succeed."	"3. People quality. The rapid growth of ecommerce has resulted in need for rapid hiring/promotion. Speed is prioritized at the expense of quality. Many employees lack relevant functional or management expertise required for their roles/responsibilities. Leads to poorly designed and executed projects. Can be a frustrating experience. You have to be an independent thinker to navigate around limited competency. 

4. Professional development. Superficial process and inadequate transparency during performance reviews. Promotions (or lack of it) can be unsubstantiated. Decision-makers susceptible to confirmation bias - grasping at straws to justify decisions. Exacerbates the lack of functional/management expertise in the company. If objectivity is essential to you, this may not be a company of good fit.

5. Culture. Inconsistency in words and actions. For instance, one advocates accountability, yet avoids any for themselves. Or claims to offer autonomy, yet adopts an authoritarian approach. Will depend on the importance of culture to you or your tolerance towards such."
1051	BEST WORK	 Anonymous Employee	16 Jun 2020	4.0	INTERESTING and colleagues are encouraging	Work politics and low career progression
1052	Good learning environment. Poor leadership with little career development	 Management Associate	13 Jun 2020	2.0	Really good learning environment for young professionals, especially if you’re data-driven	Alibaba leaders need to be more open to local’s insights and empower local leadership. Current one-size-fit-all is really not panning out, SEA market is a vast and unique market so the Alibaba way is not always the right way
1053	Adversity environment	 Key Account Manager	12 Jun 2020	5.0	A lot of learning opportunities	Trying to do too many things at once
1054	Good Teamwork and Cool Benefits	 Anonymous Employee	12 Jun 2020	4.0	"- Good team work, interesting projects, flexible schedule.
- Good benefits and many chances to promote. Possibility to work with different peoples.
- Suitable for new graduates and people who can work in dynamic environment."	"- Used to have Twice-a-year company trip, but not anymore.
- Compensation still a bit basic in structure.
- Results driven so you need to on top of your game.
- More formal training would be helpful."
1055	Key Account Specialist	 Key Account Manager	11 Jun 2020	4.0	Good employee benefits. Fast paced. Good place to learn and gain experience in ecommerce industry	No work life balance. Has no respect of employee’s time.
1056	overall good experience	 Commercial Associate	7 Jun 2020	4.0	dynamic, great opportunity to learn, very supportive working environment	high turnover, management can lack direction
1057	Nice and supportive culture	 Senior Analyst	5 Jun 2020	4.0	Great support from leaders to ensure you have progression. Leaders care about your development.	lack of processes which can lead to frustrations
1058	Operation Associate	 Anonymous Employee	28 May 2020	4.0	You can work anywhere inside the office. Nice facility.	Big challenge when incoming big sale campaign but its fun
1059	Strong Blame-Game	 Associate	24 May 2020	2.0	High paying job. Good bond between colleagues. Fast paced, with lots to learn from the top e-commerce in the region.	when stuff happens everyone blames each other. When it’s their fault excuse will be “We’re all in this together, shouldn’t find fault”
1060	Many opportunities to learn and chart your own success	 Manager	23 May 2020	5.0	"- Company is growing fast, therefore there are opportunities that might not immediately exist
- Regular communication are provided and continually encouraging growth, both personally and professionally
- You get to work with top leaders in Alibaba -- smart, collaborative and driven
- You get to chart your own success, navigating through the ambiguous environment
- This is a place you can have limitless opportunities; work in all areas allows deep integration into the business 
- Strong values and culture, which drive purpose-driven objectives
- Always an opportunity to be the change agent, to right areas of development and progress the company forward
- Above market salary, which hinges heavily on employee shares."	"- No company is perfect. 
- As the company continue to grow, there are many things that are evolving (updating technology, org. structure, formalizing policies, etc.) which are by-products of any growing company. 
- It is important not to be obsessed on what's wrong, but to focus on what is right and the progress (continual improvement) that supports the vision and direction.
- With this growth mindeset, there is always an opportunity to define the future and the role that you play.
-Like any tech companies, the company can be highly complex, and not everyone can succeed in navigating the ambiguity.
-Worklife balance can suffer, but it is the passion of the work, and the purpose that we believe in, that drive employees to put in the longer hours."
1061	Best Growth Experience	 Anonymous Employee	21 May 2020	4.0	"Great place to learn 
Good team to learn from 
Exciting opportunities within every team"	"Bad HR hiring practices on the regional team
Some managers are inexperienced"
1062	Worst Career Decision!	 Anonymous Employee	20 May 2020	1.0	E-commerce industry, good credibility, alibaba	low bonus, low compensation, long working hours, lack of structure, lack of support. It’s a mess! Advice not to join unless you’re prepared to get into a mess. Had multiple re-organisations in a year! Every re-org has a different direction.
1063	Senior Backend	 Senior Backend Engineer	20 May 2020	4.0	"- People Care is excellent, Work Life balance is awesome
- International environment using english"	"- Technicals all moving to alibaba stuffs, it is not a public technical
- Performance review is not clear"
1064	HR nah...	 Manager	13 May 2020	1.0	challenging helps people grow fast.	HR only cares about their influence rather than helping working staff to grow and safe landing in the company. Everyone is replaceable culture leaves employees no motivation but to survive.
1065	Apply only if you have no other option	 Manager	12 May 2020	1.0	you get to learn a lot of politics in the company	biased, politics, unfair, no work-life balance, work is completely different from JD, Mandarin is key, bad management
1066	CM	 Category Manager	9 May 2020	3.0	"Good environment
No seniority / gap
Flexible hour"	"Change is the only constant
Need some local with strong experienced to be in head level 
Complicated system
Lack of ""right"" training"
1067	Use & throw approach, like the way world expects out from Chinese products	 Product Management	4 May 2020	1.0	Above average pay acc to SG market	"Leadership is non transparent & pathetic in communication
Dont try this job if you are holding SG Employment Pass, as Alibaba migrant leaders & HR can screw your career
Saddist place, employees pretend they are on a mission of making their boss happy to stay employed"
1068	Great company to grow fast	 Vice President	1 May 2020	5.0	"- fast pace
- lots of challenges
- great people"	- no work life balance
1069	laz review	 Senior Manager	28 Apr 2020	4.0	relevant job in the market/ dynamic environment /get rewarded when you perform	low work life balance/ very fast paced
1070	Great as a first job	 Anonymous Employee	26 Apr 2020	5.0	dynamic work place with colleague from different backgrounds	job responsibilities are not well defined, which often created conflicts between teams, planning and execution
1071	Don't come if you have other options.	 Anonymous Employee	25 Apr 2020	1.0	Nice coworkers and working environment, good location	"Twisted culture. 
Bad management."
1072	Great Culture	 Anonymous Employee	18 Apr 2020	5.0	"- Great culture
- Great top management
- Great career opportunities
- Great hotel when doing biztrip"	"- Sometimes need to work over the weekend
- Fast paced working environment"
1073	Alright experience	 Inventory Specialist	14 Apr 2020	4.0	nice workplace and lots of commodities	stress and no work life balance
1074	Good	 Fresh Graduate	5 Apr 2020	5.0	Fast.  Data driven enviroment. Good benefit	So much stressful. Not really many manager with leadership skill
1075	Not recommended if you are someone who is creative and dislikes micromanagement	 Data Product Manager	2 Apr 2020	1.0	Technically strong team. Relatively above-average pay	Micromanagement. Meetings during day time. Inefficient. After finish all the meetings, it'd be 6 plus and that's time you'll start real work. OT till midnight every day. Pretty bad work-life balance. Lots of reporting to do. There is a daily report and weekly report in both everyone is like writing long essays as if to show off and yearn for recognition. Incompetent HR and career progression. Pretty bad culture and lack of innovation. Seriously how can creative people survive in such environment? Of course no innovation.
1076	Server Engineer	 Server Engineer	31 Mar 2020	3.0	Good place to build endurance	Bad place to make work and life balance
1077	NA	 Finance	29 Mar 2020	2.0	- Good career progression if management recognizes talent and hardwork	"- No communication from management 
- Lack of transparency"
1078	A Sinking Ship	 Senior Manager	23 Mar 2020	1.0	"Lazada must be considered a giant sinking ship. Leaders jump the e-commerce equivalent of the Titanic faster than you can open your eyes. So many executives from Alibaba (the parent company) have come and (a few months later) left again that you would probably need a kilometer long wall to put all their pictures up to admire the Great Wall of Business Failure.
If you ever wanted to drown, this company is for you!"	"Tremendous leadership issues, tremendous privacy issues, incredibly negative corporate culture, abysmal internal communication, stifling micromanagement, mind-boggling lack of empathy from the so-called leadership, an all-pervading sense of unhappiness at the office.
Even the Titanic had less problems (and, if you remember, most people in that movie died)."
1079	Good, but lacking career growth direction	 Marketing Specialist	20 Mar 2020	4.0	It's a company that you can really believe in the purpose	Politics, favoritism, underdeveloped People policies
1080	Only join if you desperately want to get into e-commerce	 Vice President	17 Mar 2020	2.0	learning opportunity (mainly on the tech) and relatively high base salary	Too much politics at management level. Extremely incompetent HR; too many Chinese expats who do not care what local staff say; 24-7 non-stop Dingtalk; Lack of strategic and critical thinking locally, most directions are given by Big Boss in China who does not know Southeast Asia; inefficient way of working; People use DingTalk too much instead of Email, leaving no track of discussion and causing significant amount of time wasted on re-negotiation and re-work. Compensation and other benefits level are too different between local staff and expats
1081	HRs here are the worst people on the globe	 Anonymous Employee	15 Mar 2020	1.0	apples, banana, coffee, hot water, cold water	HR are the worst people you'd see in your life ever. Are inhumane and full of toxic. Dont care the current employees and not hold grudges for the former employees as well. If you have not met people with sky high ego and unprofessionalism, this is the place to be.
1082	Good for career progression and salary	 Anonymous Employee	15 Mar 2020	3.0	Good salary and bonus, career opportunities, Alibaba	A lot of communication in chinese, work-life balance, carrot & stick management style, turn-over
1083	Amazing learning curve	 Anonymous Employee	7 Mar 2020	5.0	Nice working environment with exponential learning curve	Org chart changes from time to time and no legit plans on the goals
1084	Just another employee that can be replaced	 Anonymous Employee	6 Mar 2020	1.0	Free food during mega campaigns	"1. Alibaba culture.  You are not valued as an employee. You are expected to work and be loyal to the company. If you are not happy in your role, find another job or role within the company. 
2. HR is bad. Their surveys measure happiness within employees but the questions asked are skewed to what's good and what's working. Group CPO Sophie is all talk and no action, she also said in the downhill Q&A that if you are not happy with your manager or your role, you can leave. HRBPs are also not doing their job. No safe environment for employees to provide feedback despite their ""openness"".
3. Local CEO does not get to know the ground and the employees. If you are not management you will be ignored. After the change in CEO, it has become very hierarchal. 
4. Many VPs and managers are hired because they want more experienced people. But most of the work are very executional which no-one wants to touch. Inexperienced managers as well who do not know how to manage a team, and are only concerned about climbing the ladder. No 360 feedback for employees as well. 
5. People in management are busy fighting their own political war. Promoting people who are on ""their side"", and if you are willing to do what it takes to be on their side you will be on a fast track for your career."
1085	HR	 	4 Mar 2020	1.0	All looks good from outside	Worst company culture to work for, HR are not people partner but rather worst gossiping group and toxic team.  Pretending to be nice to people but really toxic relationships. If you watch Empresses in the palace then you know does it like working in Lazada
1086	Exciting, fast, and with a purpose	 Marketing	27 Feb 2020	4.0	Fast paced, collaborative, has actual direction for its future	Not very competitive compensation, HR systems and processes not very good
1087	Big Brother is Watching...	 Anonymous Employee	23 Feb 2020	2.0	Nothing comes to mind ...	HR and Senior Management expect you to be 'plugged' in 24/7... Internal company software installed on laptops and phones track you, cannot use 3rd party apps to communicate.  You are just a small cog in a very big machine...
1088	High turnover (before Alibaba acquisition)	 Performance Marketing Manager	20 Feb 2020	1.0	great role for a first grad	bad management, bad culture, and no transparency
1089	Inhumane	 Senior Recruiter	19 Feb 2020	1.0	Market leader in their field	Has zero care for employee welfare, employees are just one of the commodities they pay money for
1090	World-class knowledge and technology but culture and innovation is lacking	 Senior Associate	18 Feb 2020	3.0	"1. Office has a nice view and pantry is well stocked with drinks, snacks and fruits.
2. Fast paced work environment in an exciting e-commerce space.
3. Opportunity to learn from some really smart people from Alibaba.
4. Technology stack is world class and years ahead of others.
5. Many re-organisations to keep things fresh! (This might be a con for some)"	"1. Top heavy with more VPs and managers than ground level working staff leading to many meetings, decks, proposals but nobody left to execute.
2. Too many inexperienced managers with inflated titles leading teams just because they joined back in the early days.
3. Culture is toxic. Toxic but high performing employees are not fired but promoted. Backstabbing to take over projects or to claim credit is common.
4. If you do not speak mandarin, you are disadvantaged as most high level decisions are make in mandarin for efficiency.
5. Decisions will be stuck indefinitely unless you know someone from the Alibaba inner circle (which makes up most of the product and technology teams).
6. No innovation in the product as most features are copied from Tmall/Taobao and not localised to the SEA market."
1091	Good	 Anonymous Employee	16 Feb 2020	4.0	Good salary and good benefits.	Bad leadership and change last minute
1092	Young dynamic company	 Project Manager	10 Feb 2020	4.0	"Dynamic environment,
Experience from Alibabab
Pioneering e-Commerce in SEA"	"Pay,
Working hour, 
Unclear career path"
1093	Fast-paced environment and challenging!	 Senior Analyst	10 Feb 2020	4.0	Environment is fast-paced and perfect for growth and learning.	High-pressure and stressful. May not be for everyone.
1094	Good place to learn for fresh grad about ecommerce	 Key Account Manager	9 Feb 2020	3.0	Good Facility, system, work ethics	high pressure and less work life balance
